LAMMPS data file via write_data, version 24 Dec 2020, timestep = 0

2112 atoms
1 atom types

0 140.952 xlo xhi
0 140.952 ylo yhi
0 140.952 zlo zhi

Masses

1 58.6934

Atoms # atomic

36 1 63.18426956049637 61.123990670817896 57.35115240947501 0 0 0
38 1 65.6058579431251 59.392018375779905 56.11416238393039 0 0 0
1 1 68.04406527229006 60.42459123393582 55.077970548244984 0 0 0
45 1 69.9023128150512 61.20248702218839 57.24995219056609 0 0 0
40 1 68.10957902962495 59.10031667957109 57.03887457105659 0 0 0
41 1 66.77979365614513 60.94053317788629 57.778376620506435 0 0 0
37 1 61.71907509195773 63.82723600168624 56.605207786162566 0 0 0
50 1 63.660667924641714 66.17887658852607 56.85403550623156 0 0 0
7 1 61.530894485807856 67.20965868944265 56.543658378608136 0 0 0
47 1 59.63980214734526 65.69345607347923 55.96046129747281 0 0 0
62 1 59.433419682027335 67.34951369764204 57.89713552737526 0 0 0
51 1 64.33266424515011 63.225352905839586 57.205695308447396 0 0 0
2 1 65.1256561714736 64.93148013282887 54.23658470197769 0 0 0
3 1 66.21077474273532 62.45889075157528 55.57778851000178 0 0 0
4 1 67.75332461861726 64.71797726249395 55.271695105845204 0 0 0
6 1 67.1204490162135 62.732627004650716 53.38992239316464 0 0 0
54 1 66.27706879552602 65.16267771489609 56.830936497579366 0 0 0
55 1 68.03723644322541 62.9617263742626 57.085693734716116 0 0 0
58 1 69.94323873473846 64.9322614361644 56.343143375008 0 0 0
5 1 69.28901191250057 62.87254385525897 55.0801285792118 0 0 0
70 1 68.16140181776365 66.76213480656118 56.748087820434215 0 0 0
1057 1 69.2089753033292 64.39247086070041 53.13532725939157 0 0 0
9 1 67.35814981747072 66.32006933612733 53.781170706061665 0 0 0
66 1 65.83417312270296 67.3971360901362 55.52267109369295 0 0 0
13 1 69.63267802424302 66.73491987789089 54.73689874944202 0 0 0
15 1 61.9279436590635 71.31260698703123 55.9793677298068 0 0 0
61 1 60.64234892834475 69.1783689595417 55.38282869417108 0 0 0
